"Estudiante","Escuela.x","Aula.x","Debate","Votar","Decisiones","Asamblea","Candidato","Medioambiente","Voluntario","Prop.decision","Expres.opinion","Discus.politic","Opinion.mayoria","Discus.difop","Aspectos","Como.votar","Como.leyes","Como.medioambiente","Como.problemas","Como.derechos","Como.paises","Como.economia","Escuela.y","Aula.y","Piel","Clase","Religion","Region","Fisica","Mental","Pais","indigena"
10670117,1067,106701,1,1,3,2,2,2,3,3,4,4,3,4,4,2,3,1,3,2,4,3,1067,106701,2,2,2,2,2,2,2,2
10670118,1067,106701,2,2,2,2,2,3,2,3,3,3,3,2,3,2,3,2,3,2,3,3,1067,106701,2,2,2,2,2,NA,2,2
10670119,1067,106701,1,1,2,2,1,1,2,4,4,3,3,3,2,2,4,2,2,3,4,4,1067,106701,2,2,2,2,2,2,2,2
10670120,1067,106701,2,1,2,2,3,2,2,4,4,3,3,1,2,2,1,1,2,2,2,2,1067,106701,2,2,2,2,2,2,2,2
10670121,1067,106701,1,1,1,1,3,1,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1067,106701,2,2,2,2,2,2,2,2
10670123,1067,106701,1,1,1,1,1,1,1,4,4,4,4,4,4,2,1,1,1,2,1,2,1067,106701,2,2,2,2,2,2,2,2
10670124,1067,106701,2,2,2,3,2,2,3,3,3,2,3,3,3,3,3,2,3,2,2,2,1067,106701,2,2,2,2,2,2,2,2
10670127,1067,106701,1,1,2,2,2,3,1,4,4,2,2,4,3,1,2,1,1,2,2,1,1067,106701,2,2,2,2,2,2,2,2
10680101,1068,106801,1,1,3,3,3,3,1,4,4,3,4,2,4,1,2,1,2,2,2,2,1068,106801,2,2,2,2,2,2,2,2
10680102,1068,106801,2,1,2,3,2,2,2,3,3,3,3,3,3,2,3,2,2,3,2,3,1068,106801,2,2,2,2,2,2,2,2
10680103,1068,106801,2,2,2,2,3,2,1,3,4,3,4,3,3,3,3,2,1,2,2,2,1068,106801,2,2,2,2,2,2,2,2
10680104,1068,106801,2,1,1,1,1,2,1,4,4,3,4,3,2,1,1,1,1,1,1,1,1068,106801,2,2,2,2,2,2,2,2
10680105,1068,106801,1,2,3,3,3,3,3,4,4,1,2,2,3,2,2,2,2,3,3,2,1068,106801,2,2,2,2,2,2,2,2
10680106,1068,106801,1,1,2,2,1,1,1,3,3,4,3,4,2,3,3,2,3,2,3,2,1068,106801,2,2,1,2,2,2,2,2
